timestamp,energy_consumption,outdoor_temperature,humidity,wind_speed,cloud_cover,occupancy
2020-01-01 00:00:00,67.56,-1.5,57.9,2.0,47.4,0.0
2020-01-01 01:00:00,81.01,-2.2,42.4,2.9,43.0,0.0
2020-01-01 02:00:00,80.12,0.0,49.2,6.5,56.7,0.0
2020-01-01 03:00:00,91.48,2.4,39.8,3.5,48.3,0.0
2020-01-01 04:00:00,106.74,-0.5,50.7,4.7,53.4,0.0
2020-01-01 05:00:00,110.7,0.2,53.5,1.2,44.2,0.0
2020-01-01 06:00:00,98.9,4.5,51.7,5.3,15.2,0.0
2020-01-01 07:00:00,121.35,3.5,50.7,3.4,22.4,0.8806774084237301
2020-01-01 08:00:00,174.03,1.6,54.2,1.5,26.3,0.8686216683434284
2020-01-01 09:00:00,193.32,4.1,56.3,0.5,35.5,0.8199246459221684
2020-01-01 10:00:00,173.35,2.6,51.9,3.9,73.8,0.9595792696768229
2020-01-01 11:00:00,171.48,3.0,53.7,7.1,47.7,0.9856262049894404
2020-01-01 12:00:00,135.82,4.8,42.6,3.8,62.2,0.9570186705009013
2020-01-01 13:00:00,169.46,0.8,,2.5,44.4,0.9162957549302382
2020-01-01 14:00:00,135.77,1.4,49.3,2.5,34.8,0.9816510391702092
2020-01-01 15:00:00,99.15,3.8,47.7,3.5,51.3,0.9791942344921739
2020-01-01 16:00:00,98.46,3.0,50.1,4.7,51.4,0.9366850065997443
2020-01-01 17:00:00,72.1,5.6,56.3,3.2,11.5,0.6131547283520826
2020-01-01 18:00:00,97.85,3.0,49.1,3.3,12.5,0.6348196944325831
2020-01-01 19:00:00,43.14,1.8,45.5,4.1,41.2,0.6395321478625651
2020-01-01 20:00:00,32.27,7.3,42.6,3.1,79.8,0.0
2020-01-01 21:00:00,42.67,3.5,52.4,1.5,6.9,0.0
2020-01-01 22:00:00,44.84,3.7,50.2,1.9,50.8,0.0
2020-01-01 23:00:00,57.06,0.2,45.5,5.0,44.1,0.0
2020-01-02 00:00:00,80.82,-3.6,47.9,5.2,69.4,0.0
2020-01-02 01:00:00,85.93,-1.7,57.7,5.6,32.0,0.0
2020-01-02 02:00:00,98.2,-3.6,49.8,2.9,67.6,0.0
2020-01-02 03:00:00,107.46,0.1,46.8,6.8,34.8,0.0
2020-01-02 04:00:00,118.58,-1.2,47.5,2.3,29.7,0.0
2020-01-02 05:00:00,112.6,0.1,43.5,9.5,48.5,0.0
2020-01-02 06:00:00,120.37,0.1,45.5,4.2,44.3,0.0
2020-01-02 07:00:00,97.88,5.6,49.4,3.1,41.8,0.775329020843227
2020-01-02 08:00:00,187.65,2.5,48.2,1.9,17.0,0.8336111531056556
2020-01-02 09:00:00,194.85,0.9,54.2,6.0,30.1,0.7362284702561638
2020-01-02 10:00:00,161.45,5.2,47.1,1.9,51.8,0.9470239346315095
2020-01-02 11:00:00,171.85,1.5,45.8,5.3,73.5,0.9449427718380753
2020-01-02 12:00:00,159.69,4.8,53.4,0.8,32.8,0.9396308535524324
2020-01-02 13:00:00,157.81,0.7,41.6,6.4,57.7,0.929679270509547
2020-01-02 14:00:00,131.09,2.2,45.8,0.3,58.3,0.9888146683877437
2020-01-02 15:00:00,123.47,5.4,45.7,2.8,30.5,0.9817398663474095
2020-01-02 16:00:00,82.34,6.5,44.0,8.0,36.5,0.9300083559265279
2020-01-02 17:00:00,80.8,5.3,45.3,3.7,3.9,0.5017845776435449
2020-01-02 18:00:00,64.3,4.6,39.3,2.0,28.3,0.5288986487539155
2020-01-02 19:00:00,39.42,4.0,48.1,4.6,47.7,0.5587438808401676
2020-01-02 20:00:00,42.55,1.4,40.9,4.9,76.5,0.0
2020-01-02 21:00:00,38.99,2.5,50.7,3.4,86.1,0.0
2020-01-02 22:00:00,38.79,2.6,50.1,3.9,69.7,0.0
2020-01-02 23:00:00,45.47,5.2,51.0,5.5,53.8,0.0
2020-01-03 00:00:00,59.99,-1.8,54.5,6.6,70.3,0.0
2020-01-03 01:00:00,86.46,-5.4,44.7,3.1,29.8,0.0
2020-01-03 02:00:00,82.56,-0.6,54.7,0.2,46.0,0.0
2020-01-03 03:00:00,101.9,-1.4,34.0,6.1,36.6,0.0
2020-01-03 04:00:00,104.01,-1.3,58.8,2.1,38.6,0.0
2020-01-03 05:00:00,102.78,1.9,50.6,0.9,58.1,0.0
2020-01-03 06:00:00,101.58,3.4,55.0,0.9,62.5,0.0
2020-01-03 07:00:00,114.81,3.8,,0.9,50.4,0.7909620797156468
2020-01-03 08:00:00,177.02,0.8,46.6,5.3,29.4,0.8056304635427856
2020-01-03 09:00:00,208.61,2.4,43.6,2.6,15.6,0.7969106291000977
2020-01-03 10:00:00,168.5,4.2,53.5,5.6,34.6,0.955280744580807
2020-01-03 11:00:00,140.11,5.9,51.3,3.6,70.4,0.9076886869139433
2020-01-03 12:00:00,139.47,3.4,46.9,4.7,8.6,0.9670805150530728
2020-01-03 13:00:00,142.14,4.3,53.4,7.4,62.3,0.9759333936286487
2020-01-03 14:00:00,121.62,2.6,41.1,6.6,17.2,0.9420137000571801
2020-01-03 15:00:00,103.93,2.6,46.4,9.3,34.7,0.9068353801207961
2020-01-03 16:00:00,76.18,6.6,41.6,1.9,35.0,0.952411223708708
2020-01-03 17:00:00,65.23,7.7,56.1,5.3,10.4,0.5313486389488843
2020-01-03 18:00:00,62.9,4.7,47.9,2.9,21.0,0.5081796685033462
2020-01-03 19:00:00,35.36,6.6,51.9,1.4,29.3,0.6392527431930629
2020-01-03 20:00:00,31.0,5.1,54.8,0.8,11.2,0.0
2020-01-03 21:00:00,39.16,2.7,55.2,1.7,41.3,0.0
2020-01-03 22:00:00,45.07,,46.9,2.4,8.0,0.0
2020-01-03 23:00:00,43.78,6.1,48.9,1.6,46.4,0.0
2020-01-04 00:00:00,48.41,-2.5,53.8,3.4,17.3,0.0
2020-01-04 01:00:00,46.52,1.3,43.4,1.2,14.6,0.0
2020-01-04 02:00:00,76.69,-6.5,45.1,1.9,27.0,0.0
2020-01-04 03:00:00,61.86,1.0,47.9,3.8,58.8,0.0
2020-01-04 04:00:00,73.79,0.2,49.6,5.9,56.1,0.0
2020-01-04 05:00:00,70.24,0.1,53.1,2.0,15.5,0.0
2020-01-04 06:00:00,83.54,1.5,53.5,4.3,13.8,0.0
2020-01-04 07:00:00,91.88,-2.0,43.4,2.5,55.4,0.0
2020-01-04 08:00:00,78.42,2.1,46.0,0.8,31.8,0.0
2020-01-04 09:00:00,79.58,3.8,45.0,3.8,25.6,0.0
2020-01-04 10:00:00,69.47,6.5,46.0,2.3,14.8,0.2268169318787603
2020-01-04 11:00:00,74.73,3.0,46.4,7.8,17.6,0.2417691135003333
2020-01-04 12:00:00,61.28,2.7,45.1,3.9,39.2,0.22898197450232505
2020-01-04 13:00:00,52.42,3.7,41.5,1.8,80.0,0.26095694029079736
2020-01-04 14:00:00,49.66,6.7,53.4,1.9,38.0,0.2010850626221371
2020-01-04 15:00:00,44.15,5.7,53.7,4.1,26.0,0.26557003233064996
2020-01-04 16:00:00,42.03,4.0,36.3,6.4,43.0,0.0
2020-01-04 17:00:00,30.51,6.0,50.3,0.9,22.0,0.0
2020-01-04 18:00:00,26.84,5.1,62.8,5.3,63.0,0.0
2020-01-04 19:00:00,25.59,6.6,51.0,7.7,24.9,0.0
2020-01-04 20:00:00,25.96,3.0,56.5,2.0,11.8,0.0
2020-01-04 21:00:00,26.7,3.3,54.6,2.0,59.5,0.0
2020-01-04 22:00:00,35.19,2.8,42.7,2.4,8.9,0.0
2020-01-04 23:00:00,38.94,0.2,51.6,3.4,42.8,0.0
2020-01-05 00:00:00,43.26,-1.9,37.8,2.8,45.4,0.0
2020-01-05 01:00:00,55.08,-1.3,47.1,8.0,17.1,0.0
2020-01-05 02:00:00,60.64,-1.2,48.1,2.3,55.0,0.0
2020-01-05 03:00:00,66.14,-1.1,61.2,2.1,36.8,0.0
2020-01-05 04:00:00,83.49,-2.8,51.4,1.5,41.7,0.0
2020-01-05 05:00:00,80.71,-0.1,43.2,2.4,12.6,0.0
2020-01-05 06:00:00,76.39,0.7,51.7,2.5,47.5,0.0
2020-01-05 07:00:00,94.74,0.4,51.9,4.6,26.7,0.0
2020-01-05 08:00:00,70.05,2.2,48.8,4.3,29.0,0.0
2020-01-05 09:00:00,78.36,3.9,51.2,3.4,35.8,0.0
2020-01-05 10:00:00,97.1,7.4,58.6,8.1,29.1,0.24131491514077177
2020-01-05 11:00:00,59.71,4.4,47.0,7.9,35.4,0.27142441195348443
2020-01-05 12:00:00,56.51,4.9,49.9,5.6,31.9,0.283890292640258
2020-01-05 13:00:00,57.33,4.5,53.8,4.2,34.2,0.251424130457666
2020-01-05 14:00:00,59.76,1.0,44.0,5.5,15.6,0.28692060294224336
2020-01-05 15:00:00,44.89,5.0,53.8,3.1,63.5,0.21332984218766768
2020-01-05 16:00:00,32.09,5.2,45.7,4.9,63.0,0.0
2020-01-05 17:00:00,24.9,9.9,47.2,0.6,49.9,0.0
2020-01-05 18:00:00,29.62,4.5,47.9,3.7,5.2,0.0
2020-01-05 19:00:00,26.51,5.3,39.5,3.7,51.3,0.0
2020-01-05 20:00:00,26.91,,51.2,2.0,21.8,0.0
2020-01-05 21:00:00,28.33,1.7,58.2,6.9,22.7,0.0
2020-01-05 22:00:00,27.65,5.9,46.4,1.3,44.2,0.0
2020-01-05 23:00:00,33.54,4.6,57.0,1.2,47.7,0.0
2020-01-06 00:00:00,76.15,-0.8,32.8,1.4,42.0,0.0
2020-01-06 01:00:00,85.57,-3.7,54.0,4.8,44.5,0.0
2020-01-06 02:00:00,80.63,1.6,39.6,4.0,48.0,0.0
2020-01-06 03:00:00,112.92,-3.4,53.2,3.0,62.0,0.0
2020-01-06 04:00:00,108.46,1.3,40.9,3.7,15.1,0.0
2020-01-06 05:00:00,95.71,5.1,56.5,2.6,75.7,0.0
2020-01-06 06:00:00,122.53,-0.6,39.5,5.4,11.6,0.0
2020-01-06 07:00:00,116.91,0.9,53.2,3.1,73.7,0.7879278292462147
2020-01-06 08:00:00,193.89,2.8,45.9,4.6,64.1,0.7788783760282709
2020-01-06 09:00:00,169.05,2.1,45.7,1.5,63.7,0.8214203904038971
2020-01-06 10:00:00,194.67,0.5,47.1,3.5,75.8,0.9049398481480839
2020-01-06 11:00:00,142.22,4.2,47.1,8.6,14.6,0.9734349075179197
2020-01-06 12:00:00,127.29,2.3,52.5,1.4,18.8,0.9526520636344843
2020-01-06 13:00:00,141.37,5.6,49.4,1.6,43.9,0.9783788392808571
2020-01-06 14:00:00,103.35,3.1,49.7,1.1,8.0,0.934104812400074
2020-01-06 15:00:00,79.38,8.1,50.9,15.7,21.6,0.9225140091437958
2020-01-06 16:00:00,91.62,3.5,38.4,1.6,44.6,0.984482646546647
2020-01-06 17:00:00,79.27,4.4,59.1,1.7,54.6,0.6333486700642299
2020-01-06 18:00:00,49.68,6.5,46.6,1.5,28.5,0.5285527183945998
2020-01-06 19:00:00,40.47,2.2,46.3,4.5,19.7,0.5736790266479821
2020-01-06 20:00:00,32.9,4.9,47.1,3.6,85.9,0.0
2020-01-06 21:00:00,32.69,6.7,50.0,3.0,78.8,0.0
2020-01-06 22:00:00,43.16,0.4,56.8,7.5,31.2,0.0
2020-01-06 23:00:00,47.66,3.5,54.6,2.4,68.8,0.0
2020-01-07 00:00:00,75.49,-1.9,51.1,3.2,32.9,0.0
2020-01-07 01:00:00,75.92,-0.2,43.8,2.3,12.2,0.0
2020-01-07 02:00:00,94.64,-3.7,46.3,2.6,8.1,0.0
2020-01-07 03:00:00,103.66,-3.2,45.3,2.1,44.8,0.0
2020-01-07 04:00:00,103.88,1.2,44.1,2.7,30.0,0.0
2020-01-07 05:00:00,117.11,1.4,61.8,3.5,81.4,0.0
2020-01-07 06:00:00,103.68,1.9,52.5,3.5,43.5,0.0
2020-01-07 07:00:00,121.85,2.7,45.0,2.1,55.6,0.775093352476948
2020-01-07 08:00:00,219.16,1.2,48.1,2.0,32.9,0.8238274788035957
2020-01-07 09:00:00,176.62,3.6,56.2,1.2,45.9,0.809183864797988
2020-01-07 10:00:00,188.84,4.2,36.8,2.2,53.5,0.9810714888981411
2020-01-07 11:00:00,158.32,2.6,43.2,2.3,57.2,0.905942293532084
2020-01-07 12:00:00,109.9,8.2,44.5,3.2,57.7,0.9776957757467145
2020-01-07 13:00:00,111.76,5.7,41.9,4.5,30.0,0.9835219352158664
