datetime,hour,day,month,day_of_week,day_of_year,week_of_year,is_weekend,is_holiday,time_of_day_night,time_of_day_morning,time_of_day_afternoon,time_of_day_evening,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,outdoor_temperature,temp_squared,heating_degree,cooling_degree,humidity,wind_speed,cloud_cover,occupancy,energy_lag_1,energy_lag_2,energy_lag_3,energy_lag_6,energy_lag_12,energy_lag_24,rolling_mean_3h,rolling_mean_6h,rolling_mean_12h,rolling_mean_24h,predicted_energy,day_of_week_name
2022-12-31 01:00:00,1,31,12,5,365,52,1,0,True,False,False,False,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,13.079616087751372,171.0763570029645,5.420383912248628,0.0,50.28299817184644,3.7221206581352835,38.987477148080444,0.0,43.63,43.63,43.63,43.63,43.63,43.63,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,104.96714153011233,Saturday
2022-12-31 02:00:00,2,31,12,5,365,52,1,0,True,False,False,False,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,13.742687385740401,188.86145658218834,4.7573126142595985,0.0,49.97842778793419,4.012065813528336,39.790127970749545,0.0,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,98.61735698828815,Saturday
2022-12-31 03:00:00,3,31,12,5,365,52,1,0,True,False,False,False,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,14.388299817184643,207.02317162919564,4.1117001828153565,0.0,50.02687385740402,3.946069469835466,38.764442413162705,0.0,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,106.47688538100692,Saturday
2022-12-31 04:00:00,4,31,12,5,365,52,1,0,True,False,False,False,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,15.004570383912249,225.13713240577658,3.495429616087751,0.0,50.05438756855576,3.9853747714808043,39.815904936014626,0.0,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,115.23029856408026,Saturday
2022-12-31 05:00:00,5,31,12,5,365,52,1,0,True,False,False,False,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,15.72020109689214,247.12472252672885,2.77979890310786,0.0,49.800274223034734,4.118372943327239,39.42257769652651,0.0,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,97.65846625276664,Saturday
2022-12-31 06:00:00,6,31,12,5,365,52,1,0,True,False,False,False,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,16.22038391224863,263.10085426073414,2.2796160877513714,0.0,50.30082266910421,3.9629798903107862,39.37385740402194,0.0,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,97.6586304305082,Saturday
2022-12-31 07:00:00,7,31,12,5,365,52,1,0,False,True,False,False,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,16.94725776965265,287.20954591105215,1.5527422303473486,0.0,50.081901279707495,3.9250457038391224,41.02879341864717,0.0,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,115.79212815507391,Saturday
2022-12-31 08:00:00,8,31,12,5,365,52,1,0,False,True,False,False,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,17.444606946983548,304.31431153474665,1.0553930530164521,0.0,50.00594149908592,3.9997257769652648,40.537202925045705,0.0,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,107.67434729152909,Saturday
2022-12-31 09:00:00,9,31,12,5,365,52,1,0,False,True,False,False,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,18.034826325411334,325.2549605877497,0.4651736745886659,0.0,50.04963436928702,4.090127970749544,39.992504570383915,0.0,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,95.30525614065049,Saturday
2022-12-31 10:00:00,10,31,12,5,365,52,1,0,False,True,False,False,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,18.517641681901278,342.9030534592876,0.0,0.0,49.97312614259598,3.959506398537477,39.907312614259595,0.24867661248001238,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,105.42560043585965,Saturday
2022-12-31 11:00:00,11,31,12,5,365,52,1,0,False,True,False,False,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,18.960603290676417,359.5044771464094,0.0,0.0,50.18062157221206,4.049725776965265,40.378427787934186,0.24867661248001238,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,95.36582307187538,Saturday
2022-12-31 12:00:00,12,31,12,5,365,52,1,0,False,True,False,False,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,19.478610603290676,379.4162710346279,0.0,0.0,49.688117001828154,4.032998171846436,39.38391224862888,0.24867661248001238,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,95.34270246429743,Saturday
2022-12-31 13:00:00,13,31,12,5,365,52,1,0,False,False,True,False,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,19.641407678244974,385.7848955830206,0.0,0.0,50.01563071297989,4.16563071297989,39.48674588665448,0.24867661248001238,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,102.41962271566034,Saturday
2022-12-31 14:00:00,14,31,12,5,365,52,1,0,False,False,True,False,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,19.821023765996344,392.8729831321919,0.0,0.0,49.84515539305301,3.969744058500914,39.92175502742231,0.24867661248001238,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,80.86719755342202,Saturday
2022-12-31 15:00:00,15,31,12,5,365,52,1,0,False,False,True,False,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,19.940310786106032,397.61599424649654,0.0,0.0,50.10530164533821,3.9611517367458866,40.00338208409506,0.24867661248001238,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,82.75082167486967,Saturday
2022-12-31 16:00:00,16,31,12,5,365,52,1,0,False,False,True,False,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,20.030255941499085,401.2111530819594,0.0,0.0,49.85319926873858,3.913345521023766,38.209597806215726,0.0,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,94.37712470759027,Saturday
2022-12-31 17:00:00,17,31,12,5,365,52,1,0,False,False,True,False,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,19.974405850091408,398.97688906416585,0.0,0.0,50.245612431444236,4.0772394881170015,40.199908592321755,0.0,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,89.87168879665576,Saturday
2022-12-31 18:00:00,18,31,12,5,365,52,1,0,False,False,True,False,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,19.774954296160878,391.04881741525156,0.0,0.0,49.96782449725777,4.021115173674589,40.17230347349177,0.0,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,103.14247332595274,Saturday
2022-12-31 19:00:00,19,31,12,5,365,52,1,0,False,False,False,True,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,19.708592321755027,388.4286113051412,0.0,0.0,50.03711151736746,3.996069469835466,39.58336380255941,0.0,,,,,,,45.04666666666666,41.42666666666667,72.79333333333334,102.38208333333334,90.91975924478788,Saturday
