datetime,predicted_energy,day_of_week_name
2022-12-31 01:00:00,104.96714153011233,Saturday
2022-12-31 02:00:00,98.61735698828815,Saturday
2022-12-31 03:00:00,106.47688538100692,Saturday
2022-12-31 04:00:00,115.23029856408026,Saturday
2022-12-31 05:00:00,97.65846625276664,Saturday
2022-12-31 06:00:00,97.6586304305082,Saturday
2022-12-31 07:00:00,115.79212815507391,Saturday
2022-12-31 08:00:00,107.67434729152909,Saturday
2022-12-31 09:00:00,95.30525614065049,Saturday
2022-12-31 10:00:00,105.42560043585965,Saturday
2022-12-31 11:00:00,95.36582307187538,Saturday
2022-12-31 12:00:00,95.34270246429743,Saturday
2022-12-31 13:00:00,102.41962271566034,Saturday
2022-12-31 14:00:00,80.86719755342202,Saturday
2022-12-31 15:00:00,82.75082167486967,Saturday
2022-12-31 16:00:00,94.37712470759027,Saturday
2022-12-31 17:00:00,89.87168879665576,Saturday
2022-12-31 18:00:00,103.14247332595274,Saturday
2022-12-31 19:00:00,90.91975924478788,Saturday
2022-12-31 20:00:00,85.87696298664709,Saturday
2022-12-31 21:00:00,114.65648768921554,Saturday
2022-12-31 22:00:00,97.74223699513465,Saturday
2022-12-31 23:00:00,100.67528204687923,Saturday
2023-01-01 00:00:00,85.75251813786544,Sunday
2023-01-01 01:00:00,94.55617275474818,Sunday
2023-01-01 02:00:00,101.10922589709867,Sunday
2023-01-01 03:00:00,88.49006422577698,Sunday
2023-01-01 04:00:00,103.75698018345672,Sunday
2023-01-01 05:00:00,93.99361310081196,Sunday
2023-01-01 06:00:00,97.08306250206724,Sunday
2023-01-01 07:00:00,93.98293387770603,Sunday
2023-01-01 08:00:00,118.52278184508938,Sunday
2023-01-01 09:00:00,99.86502775262066,Sunday
2023-01-01 10:00:00,89.422890710441,Sunday
2023-01-01 11:00:00,108.22544912103189,Sunday
2023-01-01 12:00:00,87.79156350028978,Sunday
2023-01-01 13:00:00,102.08863595004756,Sunday
2023-01-01 14:00:00,80.40329876120225,Sunday
2023-01-01 15:00:00,86.71813951101569,Sunday
2023-01-01 16:00:00,101.96861235869123,Sunday
2023-01-01 17:00:00,107.3846657999541,Sunday
2023-01-01 18:00:00,101.7136828118997,Sunday
2023-01-01 19:00:00,98.8435171761176,Sunday
2023-01-01 20:00:00,96.98896304410711,Sunday
2023-01-01 21:00:00,85.21478009632573,Sunday
2023-01-01 22:00:00,92.80155791605291,Sunday
2023-01-01 23:00:00,95.39361229040213,Sunday
2023-01-02 00:00:00,110.57122226218915,Monday
2023-01-02 01:00:00,103.43618289568461,Monday
2023-01-02 02:00:00,82.36959844637266,Monday
2023-01-02 03:00:00,103.24083969394795,Monday
2023-01-02 04:00:00,96.14917719583684,Monday
2023-01-02 05:00:00,93.23077999694041,Monday
2023-01-02 06:00:00,106.11676288840867,Monday
2023-01-02 07:00:00,110.30999522495951,Monday
2023-01-02 08:00:00,109.31280119116198,Monday
2023-01-02 09:00:00,91.60782476777362,Monday
2023-01-02 10:00:00,96.90787624148786,Monday
2023-01-02 11:00:00,103.31263431403563,Monday
2023-01-02 12:00:00,109.75545127122359,Monday
2023-01-02 13:00:00,95.2082576215471,Monday
2023-01-02 14:00:00,98.14341023336183,Monday
2023-01-02 15:00:00,88.93665025993971,Monday
2023-01-02 16:00:00,88.0379337591933,Monday
2023-01-02 17:00:00,108.12525822394198,Monday
2023-01-02 18:00:00,113.56240028570824,Monday
2023-01-02 19:00:00,99.27989878419666,Monday
2023-01-02 20:00:00,110.03532897892023,Monday
2023-01-02 21:00:00,103.61636025047635,Monday
2023-01-02 22:00:00,93.54880245394875,Monday
2023-01-02 23:00:00,103.61395605508415,Monday
2023-01-03 00:00:00,115.38036566465969,Tuesday
2023-01-03 01:00:00,99.64173960890048,Tuesday
2023-01-03 02:00:00,115.64643655814007,Tuesday
2023-01-03 03:00:00,73.80254895910255,Tuesday
2023-01-03 04:00:00,108.21902504375224,Tuesday
2023-01-03 05:00:00,100.87047068238171,Tuesday
2023-01-03 06:00:00,97.00992649534132,Tuesday
2023-01-03 07:00:00,100.91760776535503,Tuesday
2023-01-03 08:00:00,80.12431085399108,Tuesday
2023-01-03 09:00:00,97.80328112162488,Tuesday
2023-01-03 10:00:00,103.57112571511746,Tuesday
2023-01-03 11:00:00,114.77894044741517,Tuesday
2023-01-03 12:00:00,94.81729781726352,Tuesday
2023-01-03 13:00:00,91.91506397106812,Tuesday
2023-01-03 14:00:00,94.98242956415463,Tuesday
2023-01-03 15:00:00,109.15402117702074,Tuesday
2023-01-03 16:00:00,103.28751109659684,Tuesday
2023-01-03 17:00:00,94.70239796232961,Tuesday
2023-01-03 18:00:00,105.13267433113356,Tuesday
2023-01-03 19:00:00,100.9707754934804,Tuesday
2023-01-03 20:00:00,109.68644990532889,Tuesday
2023-01-03 21:00:00,92.97946906122648,Tuesday
2023-01-03 22:00:00,96.72337853402232,Tuesday
2023-01-03 23:00:00,96.07891846867842,Tuesday
2023-01-04 00:00:00,85.36485051867882,Wednesday
2023-01-04 01:00:00,102.96120277064576,Wednesday
2023-01-04 02:00:00,102.6105527217989,Wednesday
2023-01-04 03:00:00,100.05113456642461,Wednesday
2023-01-04 04:00:00,97.65412866624852,Wednesday
2023-01-04 05:00:00,85.84629257949585,Wednesday
2023-01-04 06:00:00,95.79354677234642,Wednesday
2023-01-04 07:00:00,96.57285483473231,Wednesday
2023-01-04 08:00:00,91.9772273077838,Wednesday
2023-01-04 09:00:00,98.3871428833399,Wednesday
2023-01-04 10:00:00,104.04050856814538,Wednesday
2023-01-04 11:00:00,118.8618590121053,Wednesday
2023-01-04 12:00:00,101.74577812831839,Wednesday
2023-01-04 13:00:00,102.57550390722764,Wednesday
2023-01-04 14:00:00,99.25554084233833,Wednesday
2023-01-04 15:00:00,80.81228784700959,Wednesday
2023-01-04 16:00:00,99.73486124550783,Wednesday
2023-01-04 17:00:00,100.60230209941027,Wednesday
2023-01-04 18:00:00,124.63242112485287,Wednesday
2023-01-04 19:00:00,98.07639035218878,Wednesday
2023-01-04 20:00:00,103.01547342333612,Wednesday
2023-01-04 21:00:00,99.65288230294756,Wednesday
2023-01-04 22:00:00,88.31321962380468,Wednesday
2023-01-04 23:00:00,111.4282281451502,Wednesday
2023-01-05 00:00:00,107.51933032686775,Thursday
2023-01-05 01:00:00,107.91031947043047,Thursday
2023-01-05 02:00:00,90.9061254520526,Thursday
2023-01-05 03:00:00,114.02794310936099,Thursday
2023-01-05 04:00:00,85.98148937207719,Thursday
2023-01-05 05:00:00,105.8685709380027,Thursday
2023-01-05 06:00:00,121.90455625809979,Thursday
2023-01-05 07:00:00,90.09463674869312,Thursday
2023-01-05 08:00:00,94.33702270397228,Thursday
2023-01-05 09:00:00,100.99651365087641,Thursday
2023-01-05 10:00:00,94.965243458838,Thursday
2023-01-05 11:00:00,84.49336568933867,Thursday
2023-01-05 12:00:00,100.68562974806028,Thursday
2023-01-05 13:00:00,89.37696286273895,Thursday
2023-01-05 14:00:00,104.73592430635182,Thursday
2023-01-05 15:00:00,90.80575765766197,Thursday
2023-01-05 16:00:00,115.4993440501754,Thursday
2023-01-05 17:00:00,92.16746707663764,Thursday
2023-01-05 18:00:00,96.77938483794324,Thursday
2023-01-05 19:00:00,108.1351721736967,Thursday
2023-01-05 20:00:00,87.69135683566044,Thursday
2023-01-05 21:00:00,102.2745993460413,Thursday
2023-01-05 22:00:00,113.07142754282428,Thursday
2023-01-05 23:00:00,83.92516765438772,Thursday
2023-01-06 00:00:00,101.84633858532304,Friday
2023-01-06 01:00:00,102.59882794248423,Friday
2023-01-06 02:00:00,107.81822871777311,Friday
2023-01-06 03:00:00,87.63049289121918,Friday
2023-01-06 04:00:00,86.79543386915724,Friday
2023-01-06 05:00:00,105.21941565616898,Friday
2023-01-06 06:00:00,102.96984673233186,Friday
2023-01-06 07:00:00,102.50492850345877,Friday
2023-01-06 08:00:00,103.46448209496975,Friday
2023-01-06 09:00:00,93.1997527842151,Friday
2023-01-06 10:00:00,102.32253697161003,Friday
2023-01-06 11:00:00,102.93072473298682,Friday
2023-01-06 12:00:00,92.85648581973632,Friday
2023-01-06 13:00:00,118.65774511144757,Friday
2023-01-06 14:00:00,104.73832920911788,Friday
2023-01-06 15:00:00,88.08696502797352,Friday
2023-01-06 16:00:00,106.5655360863383,Friday
2023-01-06 17:00:00,90.25318329772679,Friday
2023-01-06 18:00:00,107.87084603742451,Friday
2023-01-06 19:00:00,111.58595579007404,Friday
2023-01-06 20:00:00,91.7931768164829,Friday
2023-01-06 21:00:00,109.63376129244321,Friday
2023-01-06 22:00:00,104.12780926936499,Friday
2023-01-06 23:00:00,108.2206015999449,Friday
2023-01-07 00:00:00,118.96792982653947,Saturday
