datetime,hour,dayofweek,quarter,month,year,dayofyear,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_weekend,lag_1d,lag_2d,lag_3d,lag_7d,lag_14d,lag_30d,rolling_mean_3d,rolling_std_3d,rolling_mean_7d,rolling_std_7d,rolling_mean_14d,rolling_std_14d,rolling_mean_30d,rolling_std_30d
2007-01-15,0,0,-1.2960580679261784,1,2007,-1.529554185025581,0.0,0.0,-0.000979679470614218,1.4116968620477444,0.6869311922437294,1.196925992730013,0,2.392681934324493,2.3861664752057936,-0.19001551442154396,1.138397437346767,2.0063106338455134,-0.6164330421719719,2.2608117516631663,0.7832325848750905,1.4991913462347743,1.2136971029890247,1.315102147808575,1.7976333035727672,1.8209047624877266,1.3370552723965303
2007-01-16,0,1,-1.2960580679261784,1,2007,-1.5202116400275347,0.0,0.0,1.105078442852818,0.879413178616964,0.6869311922437294,1.196925992730013,0,0.9855373625967332,2.3861664752057936,2.386512200745527,0.5037386243275279,-0.5156375452199611,2.3583857827932437,1.4000486584809302,1.663631044275361,1.4424421128449871,1.3724869704052427,1.3838583730067227,1.5658272913402882,1.7157100745557567,1.317671229824255
2007-01-17,0,2,-1.2960580679261784,1,2007,-1.5108690950294883,0.0,0.0,1.378252239592745,-0.3166174014436045,0.6869311922437294,1.196925992730013,0,0.1953433239786049,0.9820764701262217,2.386512200745527,0.9908412151667688,-0.9505407058710088,1.0621867596075096,1.316891155697896,1.3308200522385347,1.6577219531131706,1.6332376013831553,1.6860717552291842,1.0617802860709942,1.7683995528087915,1.38404682280507
2007-01-18,0,3,-1.2960580679261784,1,2007,-1.501526550031442,0.0,0.0,0.612836270074063,-1.2757594567707242,0.6869311922437294,1.196925992730013,0,2.1803991435631316,0.1935977494679219,0.9824205570198543,1.161979840045918,2.3861487335014564,0.15485280166219934,1.0977845539811208,1.5832975318501783,1.5229617094963102,1.8224006860666364,1.4964643518709262,0.9108528658943414,1.7811056760299047,1.3477101557646207
2007-01-19,0,4,-1.2960580679261784,1,2007,-1.4921840050333957,0.0,0.0,-0.6147956290152912,-1.2757594567707244,0.6869311922437294,1.196925992730013,0,0.42620646243694016,2.1743444984543583,0.19394091616585712,-0.19135414419916205,1.945569873738557,1.0991833949009442,0.9598693172078779,1.9667168280330323,1.5289097375500416,1.797644947511807,1.2932579693195316,1.0085072244581483,1.7201145169650542,1.483009465423181
2007-01-20,0,5,-1.2960580679261784,1,2007,-1.4828414600353494,0.0,0.0,-1.3802115985339736,-0.31661740144360484,0.6869311922437294,1.196925992730013,1,-0.1567239023199591,0.4239597405266229,2.174689976786823,2.3836864633529777,-0.10807113518942435,0.25120741782144684,1.0430268199909123,2.316170696513304,1.5289097375500416,1.797644947511807,1.5344668234360859,1.0852516876035334,1.8222908582390702,1.5099920797194721
2007-01-21,0,6,-1.2960580679261784,1,2007,-1.4734989150373032,0.0,0.0,-1.1070378017940468,0.8794131786169637,0.6869311922437294,1.196925992730013,1,2.392681934324493,-0.15770522500536513,0.4243031760689891,2.3836864633529777,1.4926660422612275,1.2942587107283126,1.8133539338363658,2.7147627238257677,1.5289097375500416,1.797644947511807,1.6208729734440825,1.3045939189312352,1.8738900074528486,1.5945683784401345
2007-01-22,0,0,-1.2960580679261784,1,2007,-1.4641563700392568,0.0,0.0,-0.000979679470614218,1.4116968620477444,0.6869311922437294,1.196925992730013,0,2.392681934324493,2.3861664752057936,-0.15736246829628203,0.9804052263476186,1.1411399710027252,2.3583857827932437,2.2821160144138304,0.6912689986964231,1.5387949475666287,1.791826152717093,1.6108412442536604,1.307987161534828,1.8091284314455462,1.513435142969543
2007-01-23,0,1,-1.2960580679261784,1,2007,-1.4548138250412106,0.0,0.0,1.105078442852818,0.879413178616964,0.6869311922437294,1.196925992730013,0,1.0399224535442582,2.3861664752057936,2.386512200745527,0.1923806763010014,0.5066239936636173,1.6464271202357226,1.482445318651745,1.44552052250301,1.56714191202078,1.70916216990461,1.5957746965552184,1.3442200804587152,1.7459225306511952,1.5555631615288223
2007-01-24,0,2,-1.2960580679261784,1,2007,-1.4454712800431642,0.0,0.0,1.378252239592745,-0.3166174014436045,0.6869311922437294,1.196925992730013,0,0.351298760164426,1.0363435043450318,2.386512200745527,2.171986497905372,0.9936169576790768,1.972325589729545,1.482445318651745,1.44552052250301,1.6057271186099904,1.831884067385908,1.730442453068321,1.5352614182083242,1.7646424542677768,1.6080828654865675
2007-01-25,0,3,-1.2960580679261784,1,2007,-1.436128735045118,0.0,0.0,0.612836270074063,-1.2757594567707242,0.6869311922437294,1.196925992730013,0,2.392681934324493,0.34921464455174955,1.0366876545711172,0.42260997684612683,1.1647170662698203,2.3583857827932437,1.0912935369758618,2.1453527867884254,1.5357831058958245,2.0378407853609346,1.6218530143486696,1.7385214506823767,1.6520778417068185,1.5999718101482454
2007-01-26,0,4,-1.2960580679261784,1,2007,-1.4267861900470715,0.0,0.0,-0.6147956290152912,-1.2757594567707244,0.6869311922437294,1.196925992730013,0,0.04139809859722796,2.3861664752057936,0.34955799286269923,-0.15871994459872407,-0.18831233797712676,-0.07708751285824764,0.9843784934482995,2.3488580927708758,1.57851420672563,1.8799682637259805,1.6476758251566526,1.6437549513919796,1.6593783715313932,1.5757178808527927
2007-01-27,0,5,-1.2960580679261784,1,2007,-1.4174436450490253,0.0,0.0,-1.3802115985339736,-0.31661740144360484,0.6869311922437294,1.196925992730013,1,0.07836820002459231,0.0399867015126216,2.386512200745527,2.3836864633529777,2.3861487335014564,0.8407874990074578,0.3631129187946087,-0.3321552694253469,1.2902460439920562,1.4526231344304263,1.494758252493366,1.4445157793402776,1.657040715891246,1.5779178381536059
2007-01-28,0,6,-1.2960580679261784,1,2007,-1.408101100050979,0.0,0.0,-1.1070378017940468,0.8794131786169637,0.6869311922437294,1.196925992730013,1,0.806727744050836,0.07687654989344823,0.040329688938470325,2.3836864633529777,2.3861487335014564,2.3583857827932437,1.2841809498485057,1.8696235325974926,1.2902460439920571,1.4526231344304263,1.494758252493366,1.4445157793402776,1.657040715891246,1.5779178381536059
2007-01-29,0,0,-1.2960580679261784,1,2007,-1.3987585550529327,0.0,0.0,-0.000979679470614218,1.4116968620477444,0.6869311922437294,1.196925992730013,0,2.392681934324493,0.80365500352161,0.07721958037166968,1.0346410022819885,0.9831833175731726,2.0617507202344307,1.5283817981972874,1.1786048511884388,1.2287803947092653,1.4770108249037217,1.46739638396547,1.4658763206278802,1.5904737497586547,1.5269029045544884
2007-01-30,0,1,-1.2960580679261784,1,2007,-1.3894160100548865,0.0,0.0,1.105078442852818,0.879413178616964,0.6869311922437294,1.196925992730013,0,0.7017591853097802,2.3861664752057936,0.8039988821881066,0.3479079346976533,0.19533611954665975,2.3583857827932437,1.3032098830534447,1.7322341504596879,1.2070805318107725,1.5244630353138953,1.4709224710140674,1.456424843185452,1.4870298076351722,1.4543030189100017
