id,value1,value2,category,timestamp
1,0.3745401188473625,0.580779043417701,D,2020-01-01 00:00:00
2,0.9507143064099162,0.5269716495638984,A,2020-01-01 00:10:00
3,0.7319939418114051,0.35103694960333476,B,2020-01-01 00:20:00
4,0.5986584841970366,0.49321265789611024,B,2020-01-01 00:30:00
5,0.15601864044243652,0.36509663544921034,C,2020-01-01 00:40:00
6,0.15599452033620265,0.6579313354781524,B,2020-01-01 00:50:00
7,0.05808361216819946,0.8350296506604111,D,2020-01-01 01:00:00
8,0.8661761457749352,0.7868944368419857,D,2020-01-01 01:10:00
9,0.6011150117432088,0.340692423371993,A,2020-01-01 01:20:00
10,0.7080725777960455,0.5094194938490518,D,2020-01-01 01:30:00
11,0.020584494295802447,0.010656299351090137,B,2020-01-01 01:40:00
12,0.9699098521619943,0.870278139224355,D,2020-01-01 01:50:00
13,0.8324426408004217,0.2453958258519422,D,2020-01-01 02:00:00
14,0.21233911067827616,0.44109149414280124,B,2020-01-01 02:10:00
15,0.18182496720710062,0.1525504450189482,B,2020-01-01 02:20:00
16,0.18340450985343382,0.6781085724228153,B,2020-01-01 02:30:00
17,0.3042422429595377,0.545297656690408,C,2020-01-01 02:40:00
18,0.5247564316322378,0.3647897559873675,B,2020-01-01 02:50:00
19,0.43194501864211576,0.5351936442495531,B,2020-01-01 03:00:00
20,0.2912291401980419,0.16873658752711418,C,2020-01-01 03:10:00
21,0.6118528947223795,0.7756384321463278,D,2020-01-01 03:20:00
22,0.13949386065204183,0.2659591474462041,D,2020-01-01 03:30:00
23,0.29214464853521815,0.6150245698915754,D,2020-01-01 03:40:00
24,0.3663618432936917,0.899400037658225,A,2020-01-01 03:50:00
25,0.45606998421703593,0.03858560844582137,A,2020-01-01 04:00:00
26,0.7851759613930136,0.38753394295273913,C,2020-01-01 04:10:00
27,0.19967378215835974,0.13491775968063524,C,2020-01-01 04:20:00
28,0.5142344384136116,0.9086577103552372,B,2020-01-01 04:30:00
29,0.5924145688620425,0.3600774445004242,D,2020-01-01 04:40:00
30,0.046450412719997725,0.21334092666445093,A,2020-01-01 04:50:00
31,0.6075448519014384,0.6764765756864064,B,2020-01-01 05:00:00
32,0.17052412368729153,0.5431927874256411,D,2020-01-01 05:10:00
33,0.06505159298527952,0.8169366817412314,A,2020-01-01 05:20:00
34,0.9488855372533332,0.7530681587228455,B,2020-01-01 05:30:00
35,0.9656320330745594,0.9746698529528341,B,2020-01-01 05:40:00
36,0.8083973481164611,0.09053230719922034,D,2020-01-01 05:50:00
37,0.3046137691733707,0.08027276835651354,B,2020-01-01 06:00:00
38,0.09767211400638387,0.9073606985127177,C,2020-01-01 06:10:00
39,0.6842330265121569,0.9557322239329596,B,2020-01-01 06:20:00
40,0.4401524937396013,0.4066343459351318,A,2020-01-01 06:30:00
41,0.12203823484477883,0.45586982967306255,C,2020-01-01 06:40:00
42,0.4951769101112702,0.3686982859388914,D,2020-01-01 06:50:00
43,0.034388521115218396,0.7776868750799724,B,2020-01-01 07:00:00
44,0.9093204020787821,0.7707866187768365,D,2020-01-01 07:10:00
45,0.2587799816000169,0.22041966150785353,D,2020-01-01 07:20:00
46,0.662522284353982,0.38389412986328497,C,2020-01-01 07:30:00
47,0.31171107608941095,0.21243667703670888,B,2020-01-01 07:40:00
48,0.5200680211778108,0.04662414500704448,B,2020-01-01 07:50:00
49,0.5467102793432796,0.056121464063928816,B,2020-01-01 08:00:00
50,0.18485445552552704,0.14682312432043687,D,2020-01-01 08:10:00
51,0.9695846277645586,0.02988203517747212,C,2020-01-01 08:20:00
52,0.7751328233611146,0.42317520627630445,C,2020-01-01 08:30:00
53,0.9394989415641891,0.0640195103706308,C,2020-01-01 08:40:00
54,0.8948273504276488,0.8474113916249796,B,2020-01-01 08:50:00
55,0.5978999788110851,0.7120819773968158,B,2020-01-01 09:00:00
56,0.9218742350231168,0.7836428431832885,A,2020-01-01 09:10:00
57,0.0884925020519195,0.6174801181894689,B,2020-01-01 09:20:00
58,0.1959828624191452,0.663877331840974,C,2020-01-01 09:30:00
59,0.045227288910538066,0.11341003377823955,B,2020-01-01 09:40:00
60,0.32533033076326434,0.05816764853344836,B,2020-01-01 09:50:00
61,0.388677289689482,0.9892141121971274,D,2020-01-01 10:00:00
62,0.2713490317738959,0.3729493616441344,D,2020-01-01 10:10:00
63,0.8287375091519293,0.051270019238652265,D,2020-01-01 10:20:00
64,0.3567533266935893,0.15964599206415542,A,2020-01-01 10:30:00
65,0.28093450968738076,0.8742059969165047,C,2020-01-01 10:40:00
66,0.5426960831582485,0.20579867662713291,D,2020-01-01 10:50:00
67,0.14092422497476265,0.46704207127146935,D,2020-01-01 11:00:00
68,0.8021969807540397,0.667474185998129,B,2020-01-01 11:10:00
69,0.07455064367977082,0.9658677704059234,D,2020-01-01 11:20:00
70,0.9868869366005173,0.014092498822351751,A,2020-01-01 11:30:00
71,0.7722447692966574,0.48758262999809787,B,2020-01-01 11:40:00
72,0.1987156815341724,0.9960318403367782,A,2020-01-01 11:50:00
73,0.005522117123602399,0.12172202312591629,D,2020-01-01 12:00:00
74,0.8154614284548342,0.12371697025821904,A,2020-01-01 12:10:00
75,0.7068573438476171,0.0870423156525294,B,2020-01-01 12:20:00
76,0.7290071680409873,0.5078440372813484,B,2020-01-01 12:30:00
77,0.7712703466859457,0.3484111974672257,A,2020-01-01 12:40:00
78,0.07404465173409036,0.7162540563797162,D,2020-01-01 12:50:00
79,0.3584657285442726,0.5712966637556701,B,2020-01-01 13:00:00
80,0.11586905952512971,0.5808399960914576,B,2020-01-01 13:10:00
81,0.8631034258755935,0.5110590719917193,A,2020-01-01 13:20:00
82,0.6232981268275579,0.9920649043789178,C,2020-01-01 13:30:00
83,0.3308980248526492,0.5390490390608613,A,2020-01-01 13:40:00
84,0.06355835028602363,0.07236302700397623,B,2020-01-01 13:50:00
85,0.3109823217156622,0.32219463811059434,D,2020-01-01 14:00:00
86,0.32518332202674705,0.7806773907832698,A,2020-01-01 14:10:00
87,0.7296061783380641,0.6284551964848426,D,2020-01-01 14:20:00
88,0.6375574713552131,0.6839477440463385,B,2020-01-01 14:30:00
89,0.8872127425763265,0.9218062294417602,C,2020-01-01 14:40:00
90,0.4722149251619493,0.44378028779479306,C,2020-01-01 14:50:00
91,0.1195942459383017,0.01952205041467381,B,2020-01-01 15:00:00
92,0.713244787222995,0.9900900035103727,A,2020-01-01 15:10:00
93,0.7607850486168974,0.4545777647676891,A,2020-01-01 15:20:00
94,0.5612771975694962,0.09761162500409337,A,2020-01-01 15:30:00
95,0.770967179954561,0.5485841036589998,A,2020-01-01 15:40:00
96,0.49379559636439074,0.5902031756509977,B,2020-01-01 15:50:00
97,0.5227328293819941,0.5643334168129839,D,2020-01-01 16:00:00
98,0.42754101835854963,0.9649179310250608,C,2020-01-01 16:10:00
99,0.02541912674409519,0.3196354327276857,D,2020-01-01 16:20:00
100,0.10789142699330445,0.03451312659452188,D,2020-01-01 16:30:00
101,0.03142918568673425,0.9197522379008706,A,2020-01-01 16:40:00
102,0.6364104112637804,0.19123856898485447,B,2020-01-01 16:50:00
103,0.3143559810763267,0.7494493803235732,C,2020-01-01 17:00:00
104,0.5085706911647028,0.20400968319872892,C,2020-01-01 17:10:00
105,0.907566473926093,0.8289754485140278,B,2020-01-01 17:20:00
106,0.24929222914887494,0.906382540190896,A,2020-01-01 17:30:00
107,0.41038292303562973,0.10535670454362778,D,2020-01-01 17:40:00
108,0.7555511385430487,0.14727454556601083,D,2020-01-01 17:50:00
109,0.22879816549162246,0.9252887543778144,A,2020-01-01 18:00:00
110,0.07697990982879299,0.7707044041483069,B,2020-01-01 18:10:00
111,0.289751452913768,0.03889687225204197,A,2020-01-01 18:20:00
112,0.16122128725400442,0.18219949317102224,D,2020-01-01 18:30:00
113,0.9296976523425731,0.4120762163067546,C,2020-01-01 18:40:00
114,0.808120379564417,0.8641983554441721,A,2020-01-01 18:50:00
115,0.6334037565104235,0.15105756794245262,C,2020-01-01 19:00:00
116,0.8714605901877177,0.7241401443642597,C,2020-01-01 19:10:00
117,0.8036720768991145,0.08371433638024328,A,2020-01-01 19:20:00
118,0.18657005888603584,0.4671689714625785,A,2020-01-01 19:30:00
119,0.8925589984899778,0.7289940621682485,C,2020-01-01 19:40:00
120,0.5393422419156507,0.06471342837479155,A,2020-01-01 19:50:00
121,0.8074401551640625,0.20423871746406852,B,2020-01-01 20:00:00
122,0.8960912999234932,0.7918090787677705,D,2020-01-01 20:10:00
123,0.3180034749718639,0.16351855479529598,A,2020-01-01 20:20:00
124,0.11005192452767676,0.6675357253313597,C,2020-01-01 20:30:00
125,0.22793516254194168,0.6421866871377973,D,2020-01-01 20:40:00
126,0.4271077886262563,0.5203937446228715,A,2020-01-01 20:50:00
127,0.8180147659224931,0.2017105401579825,B,2020-01-01 21:00:00
128,0.8607305832563434,0.416940167439632,B,2020-01-01 21:10:00
129,0.006952130531190703,0.6217681141115236,D,2020-01-01 21:20:00
130,0.5107473025775657,0.8817242737249168,B,2020-01-01 21:30:00
131,0.417411003148779,0.7978551459498848,B,2020-01-01 21:40:00
132,0.22210781047073025,0.6073446546727854,B,2020-01-01 21:50:00
133,0.1198653673336828,0.2284709558036293,A,2020-01-01 22:00:00
134,0.33761517140362796,0.2166993632051556,B,2020-01-01 22:10:00
135,0.9429097039125192,0.8138872630116835,C,2020-01-01 22:20:00
136,0.32320293202075523,0.6644221013778958,A,2020-01-01 22:30:00
137,0.5187906217433661,0.358060520200023,A,2020-01-01 22:40:00
138,0.7030189588951778,0.9714812477204487,B,2020-01-01 22:50:00
139,0.363629602379294,0.889760777472014,B,2020-01-01 23:00:00
140,0.9717820827209607,0.6715116985589643,A,2020-01-01 23:10:00
141,0.9624472949421112,0.36922971394126514,B,2020-01-01 23:20:00
142,0.25178229582536416,0.30875658452875077,D,2020-01-01 23:30:00
143,0.49724850589238545,0.9393838112129301,C,2020-01-01 23:40:00
144,0.30087830981676966,0.44346615551571456,D,2020-01-01 23:50:00
145,0.2848404943774676,0.8000171549321345,A,2020-01-02 00:00:00
146,0.036886947354532795,0.9397220792583371,C,2020-01-02 00:10:00
147,0.6095643339798968,0.4920066964744272,C,2020-01-02 00:20:00
148,0.5026790232288615,0.6531084054756432,B,2020-01-02 00:30:00
149,0.05147875124998935,0.08625533423692722,C,2020-01-02 00:40:00
150,0.27864646423661144,0.6525814142610101,A,2020-01-02 00:50:00
151,0.9082658859666537,0.2150835294600133,B,2020-01-02 01:00:00
152,0.23956189066697242,0.6705252594579222,A,2020-01-02 01:10:00
153,0.1448948720912231,0.10104554617113526,C,2020-01-02 01:20:00
154,0.489452760277563,0.495208192020265,C,2020-01-02 01:30:00
155,0.9856504541106007,0.5210168984631213,B,2020-01-02 01:40:00
156,0.2420552715115004,0.48351939127348553,C,2020-01-02 01:50:00
157,0.6721355474058786,0.7567241525700655,D,2020-01-02 02:00:00
158,0.7616196153287176,0.7545206009562039,B,2020-01-02 02:10:00
159,0.23763754399239967,0.7063778500087716,C,2020-01-02 02:20:00
160,0.7282163486118596,0.6316305095509239,D,2020-01-02 02:30:00
161,0.3677831327192532,0.9043921472155623,C,2020-01-02 02:40:00
162,0.6323058305935795,0.5756388452699208,A,2020-01-02 02:50:00
163,0.6335297107608947,0.3483215455468148,C,2020-01-02 03:00:00
164,0.5357746840747585,0.059188814003865886,C,2020-01-02 03:10:00
